frame,reporte_medico
frame_0036,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0037,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0038,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0039,This is a colonoscopy frame from a patient with no polyps.
frame_0040,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0041,This is a colonoscopy frame from a patient with no polyps.
frame_0042,This is a colonoscopy frame from a patient with no polyps.
frame_0043,This is a colonoscopy frame from a patient with no polyps.
frame_0044,This is a colonoscopy frame from a patient with no polyps.
frame_0045,This is a colonoscopy frame from a patient with no polyps.
frame_0046,This is a colonoscopy frame from a patient with no polyps.
frame_0047,This is a colonoscopy frame from a patient with no polyps.
frame_0048,This is a colonoscopy frame from a patient with no polyps.
frame_0049,This is a colonoscopy frame from a patient with no polyps.
frame_0050,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0051,This is a colonoscopy frame from a patient with no polyps.
frame_0052,This is a colonoscopy frame from a patient with no polyps.
frame_0053,This is a colonoscopy frame from a patient with no polyps.
frame_0054,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0055,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0056,This is a colonoscopy frame from a patient with no polyps.
frame_0057,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0058,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0059,This is a colonoscopy frame from a patient with no polyps.
frame_0060,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_0061,This is a colonoscopy frame from a patient with no polyps.
frame_0062,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_0063,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0064,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0065,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0066,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0067,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0068,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0069,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0070,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0071,This is a colonoscopy frame from a patient with no polyps.
frame_0072,This is a colonoscopy frame from a patient with no polyps.
frame_0073,This is a colonoscopy frame from a patient with no polyps.
frame_0074,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0075,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0076,This is a colonoscopy frame from a patient with no polyps.
frame_0077,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0078,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0079,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0080,This is a colonoscopy frame from a patient with no polyps.
frame_0081,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0082,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0083,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0084,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0085,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_0086,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0087,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0088,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0089,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0090,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0091,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0092,This is a colonoscopy frame from a patient with no polyps.
frame_0093,This is a colonoscopy frame from a patient with no polyps.
frame_0094,This is a colonoscopy frame from a patient with no polyps.
frame_0095,This is a colonoscopy frame from a patient with no polyps.
frame_0096,This is a colonoscopy frame from a patient with no polyps.
frame_0097,This is a colonoscopy frame from a patient with no polyps.
frame_0098,This is a colonoscopy frame from a patient with no polyps.
frame_0099,This is a colonoscopy frame from a patient with no polyps.
frame_0100,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0101,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0102,This is a colonoscopy frame from a patient with no polyps.
frame_0103,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0104,This is a colonoscopy frame from a patient with no polyps.
frame_0105,This is a colonoscopy frame from a patient with no polyps.
frame_0106,This is a colonoscopy frame from a patient with no polyps.
frame_0107,This is a colonoscopy frame from a patient with no polyps.
frame_0108,This is a colonoscopy frame from a patient with no polyps.
frame_0109,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0110,This is a colonoscopy frame from a patient with no polyps.
frame_0111,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0112,This is a colonoscopy frame from a patient with no polyps.
frame_0113,This is a colonoscopy frame from a patient with no polyps.
frame_0114,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0115,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0116,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0117,This is a colonoscopy frame from a patient with no polyps.
frame_0118,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_0119,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0120,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0121,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_0122,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0123,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0124,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0125,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0126,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0127,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0128,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0129,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the rectum.
frame_0130,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0131,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0132,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0133,This is a colonoscopy frame from a patient with no polyps.
frame_0134,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_0135,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0136,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 13 mm located in the sigmoid colon.
frame_0137,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 13 mm located in the sigmoid colon.
frame_0138,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0139,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0140,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0141,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0142,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0143,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_0144,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the sigmoid colon.
frame_0145,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_0146,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0147,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0148,This is a colonoscopy frame from a patient with no polyps.
frame_0149,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0150,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0151,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_0152,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_0153,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0154,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0155,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0156,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0157,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0158,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0159,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0160,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0161,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_0162,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0163,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_0164,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0165,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0166,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0167,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0168,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0169,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0170,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0171,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0172,This is a colonoscopy frame from a patient with no polyps.
frame_0173,This is a colonoscopy frame from a patient with no polyps.
frame_0174,This is a colonoscopy frame from a patient with no polyps.
frame_0175,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0176,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0177,This is a colonoscopy frame from a patient with no polyps.
frame_0178,This is a colonoscopy frame from a patient with no polyps.
frame_0179,This is a colonoscopy frame from a patient with no polyps.
frame_0180,This is a colonoscopy frame from a patient with no polyps.
frame_0181,This is a colonoscopy frame from a patient with no polyps.
frame_0182,This is a colonoscopy frame from a patient with no polyps.
frame_0183,This is a colonoscopy frame from a patient with no polyps.
frame_0184,This is a colonoscopy frame from a patient with no polyps.
frame_0185,This is a colonoscopy frame from a patient with no polyps.
frame_0186,This is a colonoscopy frame from a patient with no polyps.
frame_0187,This is a colonoscopy frame from a patient with no polyps.
frame_0188,This is a colonoscopy frame from a patient with no polyps.
frame_0189,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0190,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0191,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0192,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0193,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0194,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0195,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0196,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_0197,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_0198,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0199,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_0200,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the rectum.
frame_0201,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_0202,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_0203,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_0204,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_0205,This is a colonoscopy frame from a patient with no polyps.
frame_0206,This is a colonoscopy frame from a patient with no polyps.
frame_0207,This is a colonoscopy frame from a patient with no polyps.
frame_0208,This is a colonoscopy frame from a patient with no polyps.
frame_0209,This is a colonoscopy frame from a patient with no polyps.
frame_0210,This is a colonoscopy frame from a patient with no polyps.
frame_0211,This is a colonoscopy frame from a patient with no polyps.
frame_0212,This is a colonoscopy frame from a patient with no polyps.
frame_0213,This is a colonoscopy frame from a patient with no polyps.
frame_0214,This is a colonoscopy frame from a patient with no polyps.
frame_0215,This is a colonoscopy frame from a patient with no polyps.
frame_0216,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0217,This is a colonoscopy frame from a patient with no polyps.
frame_0218,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0219,This is a colonoscopy frame from a patient with no polyps.
frame_0220,This is a colonoscopy frame from a patient with no polyps.
frame_0221,This is a colonoscopy frame from a patient with no polyps.
frame_0222,This is a colonoscopy frame from a patient with no polyps.
frame_0223,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0224,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_0225,This is a colonoscopy frame from a patient with no polyps.
frame_0226,This is a colonoscopy frame from a patient with no polyps.
frame_0227,This is a colonoscopy frame from a patient with no polyps.
frame_0228,This is a colonoscopy frame from a patient with no polyps.
frame_0229,This is a colonoscopy frame from a patient with no polyps.
frame_0230,This is a colonoscopy frame from a patient with no polyps.
frame_0231,This is a colonoscopy frame from a patient with no polyps.
frame_0232,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0233,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0234,This is a colonoscopy frame from a patient with no polyps.
frame_0235,This is a colonoscopy frame from a patient with no polyps.
frame_0236,This is a colonoscopy frame from a patient with no polyps.
frame_0237,This is a colonoscopy frame from a patient with no polyps.
frame_0238,This is a colonoscopy frame from a patient with no polyps.
frame_0239,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0240,This is a colonoscopy frame from a patient with no polyps.
frame_0241,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0242,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0243,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0244,This is a colonoscopy frame from a patient with no polyps.
frame_0245,This is a colonoscopy frame from a patient with no polyps.
frame_0246,This is a colonoscopy frame from a patient with no polyps.
frame_0247,This is a colonoscopy frame from a patient with no polyps.
frame_0248,This is a colonoscopy frame from a patient with no polyps.
frame_0249,This is a colonoscopy frame from a patient with no polyps.
frame_0250,This is a colonoscopy frame from a patient with no polyps.
frame_0251,This is a colonoscopy frame from a patient with no polyps.
frame_0252,This is a colonoscopy frame from a patient with no polyps.
frame_0253,This is a colonoscopy frame from a patient with no polyps.
frame_0254,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0255,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the sigmoid colon.
frame_0256,This is a colonoscopy frame from a patient with no polyps.
frame_0257,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0258,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0259,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0260,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the rectum.
frame_0261,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_0262,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0263,This is a colonoscopy frame from a patient with no polyps.
frame_0264,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0265,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0266,This is a colonoscopy frame from a patient with no polyps.
frame_0267,This is a colonoscopy frame from a patient with no polyps.
frame_0268,This is a colonoscopy frame from a patient with no polyps.
frame_0269,This is a colonoscopy frame from a patient with no polyps.
frame_0270,This is a colonoscopy frame from a patient with no polyps.
frame_0271,This is a colonoscopy frame from a patient with no polyps.
frame_0272,This is a colonoscopy frame from a patient with no polyps.
frame_0273,This is a colonoscopy frame from a patient with no polyps.
frame_0274,This is a colonoscopy frame from a patient with no polyps.
frame_0275,This is a colonoscopy frame from a patient with no polyps.
frame_0276,This is a colonoscopy frame from a patient with no polyps.
frame_0277,This is a colonoscopy frame from a patient with no polyps.
frame_0278,This is a colonoscopy frame from a patient with no polyps.
frame_0279,This is a colonoscopy frame from a patient with no polyps.
frame_0280,This is a colonoscopy frame from a patient with no polyps.
frame_0281,This is a colonoscopy frame from a patient with no polyps.
frame_0282,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0283,This is a colonoscopy frame from a patient with no polyps.
frame_0284,This is a colonoscopy frame from a patient with no polyps.
frame_0285,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0286,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0287,This is a colonoscopy frame from a patient with no polyps.
frame_0288,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0289,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0290,This is a colonoscopy frame from a patient with no polyps.
frame_0291,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0292,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_0293,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0294,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0295,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0296,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0297,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0298,This is a colonoscopy frame from a patient with no polyps.
frame_0299,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0300,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0301,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0302,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0303,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0304,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_0305,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0306,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0307,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0308,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_0309,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0310,This is a colonoscopy frame from a patient with no polyps.
frame_0311,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0312,This is a colonoscopy frame from a patient with no polyps.
frame_0313,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_0314,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0315,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0316,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_0317,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0318,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_0319,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_0320,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
